ID,Título,Categoria,Status,Versão / Sistema,Unnamed: 5
1548,Nota Técnica 2020.006 - v.1.00 - dados do intermediador ou agenciador da operação comercial (ClippFácil),Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1554,Meios de Pagamento - ClippFácil,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,ClippFácil 360,
1557,"Nota de Complemento de ICMS, ICMS ST, IPI e PIS/COFINS - ClippFácil",Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1559,PDV - Clipp360,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,ClippFácil 360,
1561,Sintegra - Clipp360,Sintegra,Publicado,ClippFácil 360,
1562,Cadastro de Usuários - ClippFácil e Clipp360,Cadastros,Publicado,ClippFácil 360,
1563,Configurações do Sistema - Clipp360,Inicialização do programa,Publicado,ClippFácil 360,
1564,Parametrização de Tributos - Clipp360,Integrações,Publicado,ClippFácil 360,
1565,Integração com WhatsApp - Clipp360,Integrações,Publicado,ClippFácil 360,
1566,Replicar Alterações - Clipp360,Cadastros,Publicado,ClippFácil 360,
1568,ShiPay - Clipp360,Integrações,Publicado,ClippFácil 360,
1577,MDF-e - Clipp360,MDFe,Publicado,ClippFácil 360,
1583,Envio dos arquivos XML - ClippFácil e 360,ClippFácil,Publicado,ClippFácil 360,
1584,Formas de Pagamento - ClippFácil e 360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1585,Cadastro de administradoras e Bandeiras de Cartão - Clipp360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1586,Cadastro dos Caixas para uso no PDV - Clipp360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1587,Nota de Exportação - ClippFácil e 360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1589,MercadoLivre - Clipp360,Integrações,Publicado,ClippFácil 360,
1599,Contra-Nota de Produtor Rural - Clipp 360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1600,Nota de Entrada Eletrônica - ClippFácil e 360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1603,Manifestação de Destinatário Eletrônica (MD-e) - ClippFácil e 360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1614,Ordem de Compra - ClippFácil/360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1618,Destacando TAG autXML - Clipp 360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1621,Informando Impostos Manualmente na Nota Fiscal - ClippFácil e Clipp360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1623,Fator de Conversão - Clipp360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1625,Rejeição: UF não disponibiliza este atendimento,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1630,Ajuste de quantidade de casas decimais - ClippFácil/360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1639,Instalando e configurando o ClippFácil integrador para uso com certificado A3 e SAT-SP,Manuais,Publicado,ClippFácil 360,
1642,Controle de comissões - Clipp360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1643,Como emitir uma nota de compra - ClippFácil e 360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1644,Importando XML - ClippFácil e 360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1656,Relatório de auditoria - Clipp360,Relatórios,Publicado,ClippFácil 360,
1673,Rejeição: IE do emitente não cadastrada,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1678,Nota de Importação - ClippFácil e Clipp360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1693,Cadastro de Serviços - Clipp360,NFS-e,Publicado,ClippFácil 360,
1694,Cadastro de tributações e naturezas para uso na NFSe - Clipp360,NFS-e,Publicado,ClippFácil 360,
1695,Configuração da NFS-e - Clipp360,NFS-e,Publicado,ClippFácil 360,
1696,Emissão da NFS-e - Clipp360,NFS-e,Publicado,ClippFácil 360,
1697,Cadastro do emitente para emissão de NFS-e - Clipp360,NFS-e,Publicado,ClippFácil 360,
1700,Nota de ajuste/complemento - ClippFácil e 360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1701,Venda gerencial - Clipp360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1712,Registro 1601 no SPED fiscal - Clipp360,Financeiro,Publicado,ClippFácil 360,
1715,Emitindo notas eletrônicas sendo MEI - ClippFacil e 360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1716,Impressão direta - Clipp360,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,ClippFácil 360,
1717,Relatório de produtos monofásicos - ClippFácil e Clipp360,Relatórios,Publicado,ClippFácil 360,
1720,Ordem de serviço - Clipp360,Pré-Venda,Publicado,ClippFácil 360,
1721,Esta NF está sendo transmitida - ClippFácil/360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1727,Cadastro do Código ANP - ClippFácil e 360,Estoque,Publicado,ClippFácil 360,
1728,Parametrização ao Importar XML - Clipp360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1730,Código de Produto ANP inexistente - ClippFácil e 360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1731,Conversão de CFOP - Clipp360,Financeiro,Publicado,ClippFácil 360,
1732,Emissão de NFP-e (Nota Fiscal de Produtor) - ClippFácil e 360,Diversos,Publicado,ClippFácil 360,
1740,Tributação Monofásica sobre Combustíveis (Inclusão de novos CSTs),Estoque,Publicado,ClippFácil 360,
1742,DECRETO Nº 56.670 - Estado do Rio Grande do Sul,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1745,Relatório de Transferências - ClippFácil/360,Contas a Receber/Pagar,Publicado,ClippFácil 360,
1749,999-Apos atualização para versão 05.00.58,Sistema Autenticador e Transmissor – SAT,Publicado,ClippFácil 360,
1750,Código de Hash no QR-Code difere do calculado ou Código Identificador do CSC no QR-Code não cadastrado na SEFAZ,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1752,Envio de NF-e em contingência - ClippFácil/360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1753,Configuração da Stone Clipp360,Pré-Venda,Publicado,ClippFácil 360,
1755,Acessando Minhas Notas pelas configurações,ClippFácil,Publicado,ClippFácil 360,
1761,Informar código de Benefício Fiscal - ClippFácil 360,ClippFácil,Publicado,ClippFácil 360,
1763,Integração ZPOS Vero Banrisul - Clipp360,ClippFácil,Publicado,ClippFácil 360,
1767,Erro não catalogado - MG (ClippFácil e 360),Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1783,Integração Domínio - ClippFacil 360,Minhas Notas,Publicado,ClippFácil 360,
1795,Banricompras - Clipp360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1797,Utilização dos Filtros - ClippFácil 360,Manuais,Publicado,ClippFácil 360,
1811,AppsCloud - ClippFácil/360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1812,PagSeguro - Clipp360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1815,Como calcular ICMS automaticamente na nota sendo optante do simples - Clipp360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1816,Rejeição 960: Obrigatório o preenchimento de Grupo de Tributação do ICMS monofásica sobre combustíveis. - ClippFácil/360,Manuais,Publicado,ClippFácil 360,
1817,Primeiros passos de configuração do ZDesk - Zweb,Manuais,Publicado,ClippFácil 360,
1823,CST monofásico sem o preenchimento de percentual Ad Rem | ClippFácil/360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1824,Calcular ICMS do Simples Nacional Nota Fiscal de Venda - ClippFacil/360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1826,Notas de Energia Elétrica / Água Canalizada / Gás / Comunicação e Telecomunicação - ClippFácil/360,Nota Fiscal de Compra,Publicado,ClippFácil 360,
1832,Calcular ICMS do Simples Nacional - Clipp360,ClippFácil,Publicado,ClippFácil 360,
1839,Upar certificado A1 - ClippFácil/360,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,ClippFácil 360,
1858,Configurações para AppsCloud e ZPOS - Clipp360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1891,"Falha SAT 498537 - Erro no XML: Nó de grupo não deve ter texto: ""ICMS"":""",Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,ClippFácil 360,
1905,Rejeição: Pagamento com cartão de crédito em sistema de automação não integrado - Clipp360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1913,Conhecimento de frete no Clipp360,CT-e,Publicado,ClippFácil 360,
1922,Comunicando com a maquininha Sicredi/Caixa (ZPOS) - Clipp360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1923,Integração ZPOS Rede - Clipp360,Pré-Venda,Publicado,ClippFácil 360,
1925,Integração com a Cielo (ZPOS) - Clipp360,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,ClippFácil 360,
1965,Integração do Fácil/360,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1968,Terminal 360 - Configurações do SAT e certificado A3 no Clipp Fácil/360,ClippFácil,Publicado,ClippFácil 360,
1971,Terminal 360 - Não localiza nenhum certificado,Sistema Autenticador e Transmissor – SAT,Publicado,ClippFácil 360,
1974,Guia para Abrir Múltiplas Instalações do Terminal360,Instalação,Publicado,ClippFácil 360,
1983,Cálculo DIFAL - Clipp360/FÁCIL,Nota Fiscal Eletrônica - NFe,Publicado,ClippFácil 360,
1985,Cálculo de FCP (Fundo de combate a pobreza) - ClippFácil e Clipp360,Nota Fiscal Eletrônica - NFe,Incompleto,ClippFácil 360,
